Property: Property Name,Prop City,Prop County,Last Sale,Last Price,Est. Sale Cap,Units,# 1 Bedrooms,# 2 Bedrooms,# 3 Bedrooms,Square Footage,Year Built,Prop Zip Code
1364-1370 E 27th St,Oakland,Alameda,6/27/2014,885000,7.17,7,4,0,1,12996,1920,94606
3048 Champion St,Oakland,Alameda,1/31/2014,885000,7.17,7,3,4,0,5385,1938,94602
212-220 Selwyn Dr,Milpitas,Santa Clara,8/1/2012,3100000,7.17,20,5,10,5,20565,1963,95035
1520 Middlefield Rd,Redwood City,San Mateo,1/30/2015,777000,7.17,3,3,0,0,1500,1890,94063
3020 35th Ave,Oakland,Alameda,2/10/2016,2280000,7.16,18,2,16,0,14470,1961,94619
10016 Macarthur Blvd,Oakland,Alameda,5/31/2016,1140000,7.16,9,7,1,0,8300,1951,94605
6329 Shattuck,Oakland,Alameda,5/13/2015,840000,7.14,5,3,2,0,3806,1938,94609
822 56th St,Oakland,Alameda,8/27/2013,635000,7.14,5,0,1,0,3092,1912,94608
3121 Pleitner Ave,Oakland,Alameda,10/24/2013,1018000,7.13,8,0,0,8,8064,1960,94602
720 Baker St,San Francisco,San Francisco,8/25/2014,3250000,7.13,12,12,0,0,9960,1913,94115
134 Graham Ave,San Jose,Santa Clara,8/12/2014,2500000,7.11,16,14,1,0,11706,1951,95110
1453 E 3rd Ave,San Mateo,San Mateo,7/2/2013,1385000,7.1,6,2,4,0,5648,1949,94401
462-496 Hendley St,Santa Rosa,Sonoma,7/28/2014,1500000,7.1,14,3,11,0,9325,1965,95404
Hearst Ave Apartments,Berkeley,Alameda,10/24/2012,5250000,7.08,41,1,0,0,16257,1927,94709
1600-1606 3rd St,San Rafael,Marin,12/20/2012,5085000,7.08,25,13,4,0,23445,1985,94901
3301-3305 Los Prados St,San Mateo,San Mateo,7/30/2012,1850000,7.08,8,8,0,0,8228,1960,94403
2432 7th St,Berkeley,Alameda,1/14/2014,770000,7.07,6,5,1,0,3666,1950,94710
3921 Harrison St,Oakland,Alameda,11/19/2013,2051000,7.07,16,9,7,0,1336,1963,94611
530-534 Ripley Ave,Richmond,Contra Costa,1/3/2014,1060000,7.06,16,16,0,0,8800,1963,94801
1120 Arguello St,Redwood City,San Mateo,3/11/2014,2325000,7.05,10,10,0,0,8280,1962,94063
252 International Blvd,Oakland,Alameda,10/8/2014,2315000,7.05,6,0,0,6,14445,2009,94606
2601 Nuestra Castillo Ct,San Jose,Santa Clara,7/26/2016,53000000,7.05,144,19,56,69,155114,2001,95127
3135-3145 Champion St,Oakland,Alameda,5/9/2014,875000,7.05,6,0,4,0,7993,1904,94602
243 Orange St,Oakland,Alameda,8/31/2012,900000,7.05,7,7,0,0,4284,1920,94610
674 Hensley Ave,San Bruno,San Mateo,3/14/2013,465000,7.05,2,0,2,0,1600,1963,94066
3054 David Ave,San Jose,Santa Clara,1/20/2016,4850000,7.03,22,18,4,0,11260,1957,95128
1342 Green St,San Francisco,San Francisco,8/9/2016,899000,7.03,6,0,6,0,6177,1914,94109
1625 Sixth Ave,Belmont,San Mateo,5/4/2012,1400000,7.02,6,0,4,2,6182,1958,94002
489 S Buena Vista Ave,San Jose,Santa Clara,5/22/2014,1900000,7.02,12,10,2,0,7580,1950,95126
25198 Muir St,Hayward,Alameda,6/5/2013,758000,7.02,7,6,1,0,4498,1962,94544
1525 Derby St,Berkeley,Alameda,4/4/2013,775000,7.02,6,6,0,0,3515,1910,94703
111 C St,Martinez,Contra Costa,8/9/2013,650000,7.02,6,4,2,0,3444,1914,94553
22814 Alice St,Hayward,Alameda,12/23/2014,1500000,7.02,10,10,0,0,25600,1952,94541
1525-1527 Baker St,San Francisco,San Francisco,5/30/2012,1559000,7.02,5,0,1,1,4228,1900,94115
491 31st Ave,San Francisco,San Francisco,11/16/2015,11270000,7.01,75,9,0,0,44932,1973,94121
200 S Market St,San Jose,Santa Clara,12/1/2015,29590000,7.01,165,165,0,0,70125,1976,95113
1841 Salem Lp,Santa Rosa,Sonoma,5/29/2015,2500000,7,23,22,1,0,12806,,95401
369-371 Turk St,San Francisco,San Francisco,10/1/2015,5000000,7,26,26,0,0,16100,1927,94102
2180 Carlmont Dr,Belmont,San Mateo,5/1/2012,2110000,6.99,9,9,0,0,7680,1957,94002
3573 Laurel Ave,Oakland,Alameda,9/14/2016,649000,6.99,5,3,2,0,3630,1914,94602
550 31st St,Oakland,Alameda,9/16/2016,1300000,6.98,6,1,5,0,4890,1990,94609
2453 Damuth St,Oakland,Alameda,11/27/2013,1170000,6.98,9,0,9,0,7689,1962,94602
248 Armour Ave,South San Francisco,San Mateo,1/17/2014,1175000,6.97,5,1,4,0,5636,1964,94080
2208 Lakeshore Ave,Oakland,Alameda,5/3/2013,2350000,6.95,18,18,0,0,12566,,94606
282 Danze Dr,San Jose,Santa Clara,12/20/2013,16000000,6.95,100,34,45,15,90782,1973,95111
359-363 Waller St,San Francisco,San Francisco,6/6/2013,1030000,6.95,6,1,3,2,9220,1905,94117
508 S 4th St,Rio Vista,Solano,5/22/2014,430000,6.94,6,1,3,2,7423,,94571
3014 Fruitvale Ave,Oakland,Alameda,7/31/2014,1570000,6.93,12,12,0,0,7428,1965,94602
2050 Harrington Ave,Oakland,Alameda,10/9/2014,785000,6.93,6,0,5,1,5232,1965,94601
1830 6th Ave,Oakland,Alameda,4/22/2016,2360000,6.92,18,17,1,0,10964,1958,94606
456 Wayne Ave,Oakland,Alameda,3/15/2013,3800000,6.92,29,23,6,0,22921,1963,94606
2052 Jackson Ct,Santa Clara,Santa Clara,4/26/2013,1125000,6.92,7,7,0,0,4900,1958,95050
7190 Eigleberry St,Gilroy,Santa Clara,12/31/2014,3850000,6.92,23,20,2,0,16710,1978,95020
2045 Clinton Ave,Alameda,Alameda,5/1/2015,1650000,6.91,15,9,6,0,13951,1929,94501
452 Baden Ave,South San Francisco,San Mateo,1/31/2015,1343000,6.91,5,2,3,0,6536,1907,94080
3727 Buell St,Oakland,Alameda,2/28/2017,1050000,6.91,8,0,8,0,5780,1942,94619
1444 Vallejo St,San Francisco,San Francisco,7/16/2012,762500,6.9,5,0,5,0,5589,1925,94109
235 Emerson St,Palo Alto,Santa Clara,2/7/2014,2810000,6.89,8,3,1,0,3246,1905,94301
10065 Byron Ave,Oakland,Alameda,7/19/2012,790000,6.89,6,1,5,0,4681,1953,94603
7630-7640 Church St,Gilroy,Santa Clara,12/18/2014,2240000,6.89,16,16,0,0,8252,1962,95020
807 Deland Ave,San Jose,Santa Clara,9/26/2014,1350000,6.89,6,3,2,1,4858,1961,95128
3700 Beacon Ave,Fremont,Alameda,7/25/2014,111000000,6.87,301,201,100,0,240800,2013,94538
Alice Court Apartments,Oakland,Alameda,11/17/2014,5775000,6.85,33,26,5,1,25662,1967,94612
801 53rd St,Oakland,Alameda,6/3/2014,795000,6.84,6,6,0,0,4388,1921,94608
1919 Manchester Rd,San Leandro,Alameda,3/15/2013,4900000,6.83,44,16,27,1,33580,1963,94578
1111 Yuba Ave,San Pablo,Contra Costa,12/13/2013,780000,6.83,7,0,7,0,5131,1961,94806
2991 Magliocco Dr,San Jose,Santa Clara,5/8/2015,2725000,6.83,12,10,2,0,8508,1959,95128
2422 21st Ave,Oakland,Alameda,1/30/2015,798000,6.82,6,0,5,1,5525,1965,94606
345 Arguello Blvd,San Francisco,San Francisco,11/16/2015,10660000,6.82,69,9,1,0,30240,1973,94118
3405 Dimond Ave,Oakland,Alameda,7/31/2014,1330000,6.82,10,8,2,0,5906,1956,94602
25538 Del Mar Ave,Hayward,Alameda,9/27/2012,1450000,6.82,13,0,11,2,12430,1965,94542
1535 Benton St,Alameda,Alameda,10/9/2013,670000,6.81,6,4,0,0,3818,1910,94501
542 Shepherd Ave,Hayward,Alameda,10/5/2012,557975,6.81,5,0,5,0,3750,1950,94544
221 Sunset Blvd,Hayward,Alameda,7/31/2012,670000,6.81,6,0,6,0,3628,1965,94541
3238 Impala Dr,San Jose,Santa Clara,7/25/2013,980000,6.81,6,4,2,0,3834,1959,95117
3420 Quigley St,Oakland,Alameda,5/15/2012,800000,6.8,6,0,6,0,5040,1964,94619
178 Dutton Ave,San Leandro,Alameda,11/26/2014,671160,6.8,6,4,2,0,4464,1915,94577
5366 St. Mark Ave,Newark,Alameda,7/17/2012,1790000,6.8,16,0,16,0,11744,,94560
471 Acalanes Dr,Sunnyvale,Santa Clara,12/18/2015,11249500,6.79,45,26,19,0,37069,1963,94086
500-514 Arrowood Dr,Santa Rosa,Sonoma,3/13/2013,560000,6.79,5,0,5,0,4450,1966,95407
969 E St,Belmont,San Mateo,2/25/2014,2900000,6.78,12,4,8,0,12845,1960,94002
906 Villa Ave,Belmont,San Mateo,3/20/2013,1450000,6.78,6,6,0,0,4812,1954,94002
870 31st St,Oakland,Alameda,12/31/2014,936000,6.78,7,0,7,0,13236,1965,94608
5226 Snow Dr,San Jose,Santa Clara,7/22/2015,2300000,6.77,14,6,0,0,6948,1972,95111
66 S 22nd St,San Jose,Santa Clara,4/9/2013,985000,6.77,6,5,0,1,4736,1962,95116
2395 Standard Ave,San Pablo,Contra Costa,8/23/2013,1350000,6.76,12,2,8,0,14972,1963,94806
2601-2605 High St.,Oakland,Alameda,12/21/2016,2015000,6.75,15,3,5,1,8592,1932,94619
Robin Lane Apartments,Concord,Contra Costa,12/23/2013,3050000,6.73,27,11,16,0,32370,1972,94520
337 Highland Ave,San Mateo,San Mateo,5/3/2012,1705000,6.72,7,2,4,1,7454,1971,94401
28537 E 13th St,Hayward,Alameda,12/31/2013,940000,6.72,6,0,6,0,5772,,94544
109 Professional Ct,San Rafael,Marin,2/25/2014,3575000,6.71,20,10,10,0,14340,1965,94903
625-631 S 10th St,San Jose,Santa Clara,3/11/2014,1990000,6.7,12,8,4,0,9112,1957,95112
1732 6th Ave,Oakland,Alameda,9/16/2014,1623000,6.7,12,0,6,6,8732,1927,94606
266 Lenox Ave,Oakland,Alameda,8/31/2012,4875000,6.7,36,24,0,0,31608,1926,94610
1813 63rd St,Berkeley,Alameda,6/28/2012,678000,6.69,5,0,5,0,3952,1960,94703
5390 Carryback Ave,San Jose,Santa Clara,8/26/2014,2800000,6.67,14,2,10,2,12292,1980,95111
1565 Monroe St,Santa Clara,Santa Clara,6/13/2012,2000000,6.67,12,8,4,0,8400,1961,95050
432 Berry Ave,Hayward,Alameda,10/31/2012,799000,6.66,7,6,1,0,4480,1961,94544
475 W San Carlos St,San Jose,Santa Clara,4/2/2014,45635500,6.65,117,75,31,11,121329,2002,95110
94 Renato Ct,Redwood City,San Mateo,9/24/2013,3450000,6.65,14,10,4,0,9665,1954,94061
1621 Adelaide St,Concord,Contra Costa,7/1/2014,4000000,6.65,35,22,13,0,27288,1967,94520
1218 Miller Ave,Oakland,Alameda,4/7/2017,1775000,6.64,13,3,4,1,18282,1922,94601
1780 McAllister St,San Francisco,San Francisco,7/17/2015,2964000,6.64,9,8,0,0,4838,1900,94115
59 Eastlake Ave,Daly City,San Mateo,11/15/2013,1235000,6.63,5,5,0,0,5095,1963,94014
228 Florida St,Vallejo,Solano,2/21/2014,900000,6.63,10,10,0,0,6996,1985,94590
2639 College Ave,Berkeley,Alameda,6/7/2013,820500,6.63,6,5,0,0,3170,1908,94704
285 Lee St,Oakland,Alameda,10/31/2014,6150000,6.63,27,18,6,0,26047,1990,94610
148 N 3rd St,Rio Vista,Solano,6/30/2015,450000,6.63,6,4,0,1,3799,1935,94571
448 Toyon Ave,San Jose,Santa Clara,5/1/2012,29000000,6.62,144,64,80,0,163780,1986,95127
729-731 Menker Ave,San Jose,Santa Clara,11/25/2015,1875000,6.61,8,0,8,0,6580,1963,95128
411 Central Ct,San Leandro,Alameda,6/7/2012,1385000,6.59,12,0,12,0,14400,1958,94578
3861 Buell St,Oakland,Alameda,2/21/2014,1378000,6.58,10,0,8,2,10106,1965,94619
514 Visitacion Ave,San Francisco,San Francisco,10/7/2013,800000,6.58,5,5,0,0,3520,1927,94134
1275 Central Blvd,Brentwood,Contra Costa,8/31/2015,26400000,6.58,137,57,60,0,114080,1989,94513
514 41st St,Oakland,Alameda,6/1/2015,1520000,6.57,5,4,0,0,6924,1991,94609
1994 22nd St,San Pablo,Contra Costa,6/9/2015,695000,6.57,6,0,6,0,4440,1975,94806
151 S 13th St,San Jose,Santa Clara,3/25/2013,1860000,6.57,11,0,11,0,7000,1961,95112
835 Pierce Rd,Menlo Park,San Mateo,5/12/2014,1250000,6.55,5,0,4,0,6640,1964,94025
44 1st Ave,Daly City,San Mateo,10/23/2013,1000000,6.55,4,0,4,0,5334,1964,94014
59 10th St,Oakland,Alameda,12/15/2015,2200000,6.54,12,12,0,0,10806,1912,94607
2440-2446 Roosevelt Ave,Berkeley,Alameda,4/29/2013,1250000,6.53,9,8,0,1,6414,1926,94703
1854 W Bayshore Rd,East Palo Alto,Santa Clara,2/23/2016,3517000,6.52,28,1,0,0,10658,1960,94303
1277 Hearst Ave,Berkeley,Alameda,1/31/2014,1840000,6.52,10,1,8,1,7584,1960,94702
2883 Old Almaden Rd,San Jose,Santa Clara,9/21/2012,1705000,6.52,10,6,4,0,8987,1961,95125
23 Mercy St,Mountain View,Santa Clara,8/30/2013,5000000,6.51,21,9,12,0,16536,1960,94041
95 Como Ave,Daly City,San Mateo,6/11/2013,1260000,6.5,5,0,5,0,5910,1961,94014
2210 10th Ave,Oakland,Alameda,4/29/2014,3350000,6.5,24,0,18,6,22368,1928,94606
3070 San Bruno Ave,San Francisco,San Francisco,7/18/2013,2600000,6.48,16,15,0,0,11487,1964,94134
3435-3441 Laguna Ave,Oakland,Alameda,8/31/2015,700000,6.48,5,4,1,0,3190,1963,94602
1235 Peralta St,Oakland,Alameda,1/16/2015,700000,6.48,5,1,4,0,5500,1920,94607
3361 Monroe St,Santa Clara,Santa Clara,5/16/2013,1200000,6.48,7,3,2,1,4986,1961,95051
1485 Montego St,Walnut Creek,Contra Costa,9/13/2016,15678000,6.47,80,60,0,0,74378,1990,94598
1124 Lacey Ln,Concord,Contra Costa,3/20/2014,705000,6.47,6,2,4,0,6489,,94520
1751 Diane Ct,Concord,Contra Costa,6/16/2015,1410000,6.47,12,6,6,0,7216,1960,94520
1179-1187 Boranda Ave,Mountain View,Santa Clara,6/17/2013,2280000,6.47,8,0,8,0,6200,1958,94040
11 Woodland Pl,San Rafael,Marin,1/24/2013,1300000,6.46,7,2,0,1,5800,1954,94901
1963 Trinity Ave,Walnut Creek,Contra Costa,8/7/2013,825000,6.45,7,7,0,0,3120,1938,94596
968 Addison St,Berkeley,Alameda,7/2/2015,2535000,6.44,18,16,2,0,11672,1943,94710
741 N Amphlett Blvd,San Mateo,San Mateo,10/9/2014,1780000,6.44,7,6,1,0,4525,1957,94401
3705 Maybelle Ave,Oakland,Alameda,1/16/2013,845000,6.44,6,0,5,1,5833,1967,94619
1434 Loeffler Ln,Concord,Contra Costa,8/9/2013,710000,6.43,6,0,6,0,4848,1962,94521
227 Bay St,San Francisco,San Francisco,11/23/2015,8200000,6.42,50,2,0,0,27291,1970,94133
16945 Del Monte Ave,Morgan Hill,Santa Clara,5/8/2014,39850000,6.42,138,58,80,0,111637,1989,95037
3233 Cadillac Dr,San Jose,Santa Clara,4/29/2014,1730000,6.42,10,8,2,0,6054,1958,95117
29 N San Mateo Dr,San Mateo,San Mateo,8/13/2012,1020000,6.42,4,1,1,0,3006,1915,94401
1900 Scott Blvd,Santa Clara,Santa Clara,9/5/2012,4500000,6.42,26,10,16,0,47550,1969,95050
1567 Regent St,Redwood City,San Mateo,5/11/2012,1790000,6.41,7,0,6,1,14459,1964,94061
4200-4260 Appian Way,El Sobrante,Contra Costa,1/22/2015,3795000,6.41,32,0,30,2,20010,1959,94803
520 Mastick Ave,San Bruno,San Mateo,6/10/2013,1535000,6.4,6,0,6,0,7968,1966,94066
1300 Arguello St,Redwood City,San Mateo,6/18/2013,2050000,6.39,8,4,4,0,7924,1977,94063
1029 El Camino Real,Burlingame,San Mateo,2/25/2014,2050000,6.39,8,8,0,0,8938,1977,94010
2515 Carlmont Dr,Belmont,San Mateo,8/29/2013,50000000,6.39,195,75,0,0,105000,1971,94002
2011 10th Ave,Oakland,Alameda,7/18/2014,2135000,6.37,15,12,3,0,9591,1960,94606
961-965 Ravenscourt Ave,San Jose,Santa Clara,10/16/2015,3900000,6.36,16,0,16,0,13544,1962,95128
1331 Lakeshore Cir,San Jose,Santa Clara,10/16/2012,148000000,6.36,508,227,253,28,473000,1990,95131
2790 Marlborough Ave,Redwood City,San Mateo,2/20/2014,1030000,6.36,4,2,2,0,3478,1962,94063
5210 Monterey Hwy,San Jose,Santa Clara,5/22/2015,50100000,6.35,286,165,30,0,220000,1972,95111
"335,337,339 Schafer Rd",Hayward,Alameda,3/28/2013,3591356,6.35,30,20,10,0,11160,1964,94544
7130 Rosanna St,Gilroy,Santa Clara,4/15/2014,912500,6.35,6,0,6,0,4888,1967,95020
560 S 7th St,San Jose,Santa Clara,4/2/2013,1750000,6.35,10,10,0,0,6418,1924,95112
901 Granada St,Belmont,San Mateo,6/30/2014,4650000,6.34,18,18,0,0,10972,1962,94002
2200 Lake Rd,Belmont,San Mateo,6/1/2012,9300000,6.34,36,0,36,0,36278,1963,94002
140 Scott St,Santa Rosa,Sonoma,7/30/2015,600000,6.34,5,2,0,1,2145,1942,95401
824 15th St,Oakland,Alameda,4/4/2016,1715000,6.34,12,12,0,0,7912,1960,94607
144 13th St,Richmond,Contra Costa,5/30/2014,1550000,6.34,21,6,0,0,11259,1929,94801
221 Sunset Dr,Antioch,Contra Costa,7/20/2016,960000,6.34,8,0,8,0,5894,1964,94509
2815-2817 Filbert St,Oakland,Alameda,7/21/2016,861000,6.32,6,4,0,0,4503,1919,94608
537 Mariposa Ave,Mountain View,Santa Clara,9/9/2014,2944000,6.32,12,12,0,0,3650,1952,94041
22811-22815 Grand St,Hayward,Alameda,7/25/2014,3500000,6.32,21,0,21,0,16275,1953,94541
1010-1050 Court St,San Rafael,Marin,2/24/2014,50000000,6.32,113,66,20,0,94644,2000,94901
311 S E St,Santa Rosa,Sonoma,9/3/2014,2050000,6.31,17,16,0,1,7005,1962,95404
1150 Greenwood Ave,San Carlos,San Mateo,3/20/2015,3380000,6.3,13,1,0,0,4968,1955,94070
1027 Clinton St,Redwood City,San Mateo,3/28/2014,1300000,6.3,5,3,2,0,4704,1958,94061
1930 E 27th St,Oakland,Alameda,1/15/2016,3455000,6.3,24,6,0,0,16445,1925,94606
1003 12th St,Oakland,Alameda,12/17/2014,720000,6.3,5,2,2,1,4035,1920,94607
301 O'Keefe Rd,East Palo Alto,San Mateo,9/15/2015,4273500,6.3,20,17,0,0,17879,1963,94303
1907 E 30th St,Oakland,Alameda,8/10/2016,3025000,6.29,21,21,0,0,8231,1949,94606
105-107 Chadbourne Ave,Millbrae,San Mateo,8/8/2014,2460000,6.28,8,6,0,0,6912,1929,94030
457 S 10th St,San Jose,Santa Clara,8/14/2013,1595100,6.27,9,9,0,0,7156,1960,95112
550 Mariposa Ave,Mountain View,Santa Clara,5/8/2013,1730000,6.27,7,6,1,0,4735,1964,94041
676 Alma Ave,Oakland,Alameda,8/17/2012,2750000,6.26,19,12,2,0,16502,1929,94610
1318 California Ave,San Pablo,Contra Costa,3/31/2014,1945000,6.26,16,0,15,1,12804,1965,94806
2800 Gentrytown Dr,Antioch,Contra Costa,2/6/2015,12400000,6.26,85,16,56,13,67400,1978,94509
1050 S 12th St,San Jose,Santa Clara,8/28/2014,6050000,6.25,34,4,24,0,27276,1964,95112
4555 Bancroft Ave,Oakland,Alameda,11/3/2015,870000,6.25,6,2,3,1,4371,1965,94601
3001 E 17th St,Oakland,Alameda,3/10/2016,870000,6.25,6,1,4,0,4444,1965,94601
31 Croxton Ave,Oakland,Alameda,1/15/2014,1162500,6.24,8,8,0,0,4640,1957,94611
1358-1368 Reeve St,Santa Clara,Santa Clara,11/13/2012,2853000,6.23,16,12,4,0,9412,1958,95050
55 Ward Ct,Daly City,San Mateo,6/20/2014,3950000,6.22,15,6,4,0,18312,1970,94015
2242 Curtner Ave,Campbell,Santa Clara,1/29/2013,1250000,6.22,7,6,1,0,4250,1964,95008
207 Aspen Ave,South San Francisco,San Mateo,10/18/2013,1850000,6.2,7,0,7,0,7312,1963,94080
1385 Broadway,Millbrae,San Mateo,7/31/2012,1850000,6.2,7,6,1,0,8820,1959,94030
1734 E 24th St,Oakland,Alameda,8/31/2016,585000,6.2,4,0,4,0,2916,1963,94606
1489 Fruitdale Ave,San Jose,Santa Clara,9/12/2014,10000000,6.2,40,12,28,0,34375,1964,95128
27 S 3rd St,Rio Vista,Solano,8/17/2016,674000,6.2,7,0,7,0,8000,1981,94571
34 Broadway,Millbrae,San Mateo,5/29/2015,4488000,6.19,12,6,6,0,18334,1987,94030
86 Cambridge Ave,San Leandro,Alameda,1/28/2014,615000,6.18,5,4,1,0,3164,1916,94577
800 Walnut St,San Carlos,San Mateo,3/1/2013,1600000,6.14,6,4,2,0,5647,1963,94070
2221 Village Ct,Belmont,San Mateo,2/14/2013,2670000,6.13,10,6,3,1,14442,1972,94002
3234 Maple Ave,Oakland,Alameda,2/27/2015,887500,6.13,6,4,2,0,4036,1961,94602
2619 High St,Oakland,Alameda,6/7/2016,1775000,6.13,12,6,5,1,9518,1964,94619
288 Van Buren Ave,Oakland,Alameda,11/8/2012,888000,6.13,6,4,2,0,4626,1956,94610
1492-1514 West Ave,Santa Rosa,Sonoma,4/9/2015,3275000,6.13,22,3,19,0,18832,1987,95407
1665 6TH Ave,Belmont,San Mateo,6/21/2013,2675000,6.12,10,8,2,0,8400,1959,94002
2151 Plaza De Guadalupe,San Jose,Santa Clara,12/23/2013,22000000,6.12,101,101,0,0,80865,1982,95116
1758 S Grant St,San Mateo,San Mateo,4/24/2014,1340000,6.11,5,4,1,0,4299,1959,94402
1650 Frisbie Ct,Concord,Contra Costa,8/30/2013,746500,6.11,6,0,6,0,6360,1964,94520
1496 W Bayshore Rd,East Palo Alto,San Mateo,6/19/2015,1323000,6.1,6,6,0,0,2820,1960,94303
927 Fitzuren Rd,Antioch,Contra Costa,2/23/2016,1995000,6.1,16,5,11,0,11752,1966,94509
1810 E 25th St,Oakland,Alameda,7/9/2015,3425000,6.09,23,8,14,1,12608,1961,94606
3016 Brookdale Ave,Oakland,Alameda,9/14/2015,895000,6.08,6,2,3,1,5100,1963,94602
Cypress Garden,Hayward,Alameda,12/27/2012,1000000,6.08,8,0,8,0,6400,1962,94544
1631 Estudillo St,Martinez,Contra Costa,11/14/2013,750000,6.08,6,5,1,0,6035,1941,94553
174 S Boas Dr,Santa Rosa,Sonoma,6/28/2012,15000000,6.08,100,32,68,0,79072,1986,95409
5300 Bancroft Ave,Oakland,Alameda,2/29/2016,895000,6.08,6,6,1,0,3888,1961,94601
2852 Pine St,San Francisco,San Francisco,3/13/2013,1800000,6.08,5,3,2,0,4320,1900,94115
7448 Lockwood St,Oakland,Alameda,4/7/2015,599000,6.06,4,0,4,0,3536,1960,94621
2950 Story Rd,San Jose,Santa Clara,5/31/2016,14870000,6.05,81,47,33,0,72062,1959,95127
3228 Idaho,Berkeley,Alameda,10/27/2015,749000,6.05,5,3,2,0,4400,1946,94702
3000 Richmond Blvd,Oakland,Alameda,6/23/2015,6000000,6.05,40,26,2,0,22270,1960,94611
2327 Summercreek Dr,Santa Rosa,Sonoma,2/18/2016,30500000,6.05,104,42,62,0,116208,2004,95404
19-23 Buena Vista Ave,San Anselmo,Marin,8/1/2012,1189000,6.05,6,5,0,0,3025,1920,94960
864-866 34th St,Oakland,Alameda,2/27/2015,750000,6.05,5,2,3,0,3493,1916,94608
884 32nd St,Oakland,Alameda,11/25/2015,750000,6.05,5,0,3,2,6300,1921,94608
1239 E St,Hayward,Alameda,8/14/2013,2520000,6.04,20,4,16,0,14205,1963,94541
3549 Agate Dr,Santa Clara,Santa Clara,10/4/2013,2025000,6.04,11,7,4,0,7350,1961,95051
1243 E St,Hayward,Alameda,8/14/2013,2520000,6.04,20,4,16,0,16806,,94541
2619-2629 Mission St,San Francisco,San Francisco,2/6/2015,11750000,6.04,42,26,0,0,38200,1904,94110
261 Lester Ave,Oakland,Alameda,3/6/2013,751500,6.03,5,1,4,0,9644,1925,94606
141 Oak Ave,Redwood City,San Mateo,1/29/2015,2175000,6.02,8,4,0,0,3312,1953,94061
64-68 N 10th St,San Jose,Santa Clara,4/14/2016,1255000,6.02,6,1,1,0,3900,1898,95112
460 S 4th St,San Jose,Santa Clara,11/28/2012,3695000,6.02,20,12,8,0,13818,1964,95112
1945-1951 Latham St,Mountain View,Santa Clara,2/20/2013,5200000,6.02,17,13,3,1,15050,1959,94040
1120-1156 Silverado Trl,Napa,Napa,11/27/2013,2025000,6.01,16,0,16,0,12800,1960,94559
2424 Spaulding Ave,Berkeley,Alameda,8/31/2012,1660000,6.01,11,6,1,0,8178,1957,94703
1615 Martin Luther King Jr Way,Berkeley,Alameda,6/15/2012,2570000,6,17,9,8,0,16221,1967,94709
10410 Foothill Blvd,Oakland,Alameda,9/7/2016,6210000,5.99,41,39,1,0,33860,1940,94605
1726 10th St,Berkeley,Alameda,8/3/2012,910000,5.98,6,0,2,0,4488,,94710
507 Brown St,Napa,Napa,11/26/2013,2450000,5.98,17,9,0,0,5796,1873,94559
1037 Clay St,San Francisco,San Francisco,9/25/2012,1600000,5.97,8,5,2,0,4774,1907,94108
483 Mariposa Ave,Mountain View,Santa Clara,4/18/2013,2076000,5.97,8,0,7,1,6642,1960,94041
424 Richmond Dr,Millbrae,San Mateo,12/31/2012,3300000,5.96,12,0,12,0,11820,1968,94030
17700 Highway 12,Sonoma,Sonoma,5/30/2014,1020000,5.96,8,0,6,0,5400,1964,95476
20161-20173 Royal Ave,Hayward,Alameda,7/18/2014,2680000,5.96,7,0,0,7,10031,2009,94541
3535 Coolidge Ave,Oakland,Alameda,12/17/2013,3825000,5.93,25,8,17,0,25263,1963,94602
22409 Meekland Ave,Hayward,Alameda,7/28/2014,770000,5.93,6,1,4,1,4500,1949,94541
4005 Will Rogers Dr,San Jose,Santa Clara,1/9/2015,1500000,5.93,8,8,0,0,4800,1961,95117
2356 Sutter Ave,Santa Clara,Santa Clara,8/8/2012,1500000,5.93,8,6,2,0,5608,1957,95050
110 Graham Ave,San Jose,Santa Clara,12/30/2014,3000000,5.93,16,10,6,0,10300,1950,95110
27673 Leidig Ct - The Pines,Hayward,Alameda,11/6/2012,1800000,5.92,14,0,11,3,13110,1964,94544
1626 Bonita Ave,Berkeley,Alameda,1/10/2014,920000,5.91,6,6,0,0,4200,1961,94709
25905 Gading Rd,Hayward,Alameda,11/9/2012,1030000,5.91,8,0,8,0,6542,1961,94544
3700 Macarthur Blvd,Oakland,Alameda,10/20/2015,1690000,5.9,11,10,0,1,6688,1961,94619
150 Palm Valley Blvd,San Jose,Santa Clara,11/3/2014,180000000,5.89,409,189,193,27,647464,2003,95123
1410 Hess Rd,Redwood City,San Mateo,12/23/2014,1950000,5.88,7,6,1,0,5416,1958,94061
1679 Carpentier St,San Leandro,Alameda,7/10/2015,1074000,5.88,5,2,3,0,4251,1980,94577
17-25 Devonshire Blvd,San Carlos,San Mateo,4/18/2013,2795000,5.86,10,3,7,0,9470,1967,94070
1736 Lexington Ave,El Cerrito,Contra Costa,4/22/2014,898000,5.86,5,0,5,0,3441,1947,94530
