Address,Type,SaleDate,SalePrice,GRM,Cap,PricePerSF,PricePerUnit,BldgSF,NumberOfUnits,Age,BuildingCondition,BuildingClass,BuildingMaterials,Latitude,Longitude,1Bedrooms,2Bedrooms,3Bedrooms,Floors,ZipCode,Rating,Vacancy,Zoning,SaleCondition,YearBuilt
1349 Derby St,Multi-Family,3/14/2007,640000,15.16,4.07,275.86,128000,2320,5,94,Good,C,Wood Frame,37.858568,-122.282731,0,1,0,2,94702,2 Star,0,R-1,,1923
1109 Parker St,Multi-Family,8/9/2013,590000,7,4.81,144.4,118000,4086,5,52,Good,B,,37.8596553,-122.288543,0,5,0,2,94702,3 Star,0,C-W,,1965
2830-2834 Sacramento St,Multi-Family,2/11/2003,585000,,5.42,162.95,146250,3590,4,73,Good,C,Wood Frame,37.85639,-122.279992,0,4,0,2,94702,2 Star,0,M-U,,1944
1423 Alcatraz Ave,Multi-Family,12/2/1999,365000,9.66,6.07,16.27,121667,22428,3,110,Good,C,Wood Frame,37.848039,-122.278535,0,0,3,3,94702,2 Star,0,R3,1031 Exchange,1907
101-147 Freeway Dr,Multi-Family,4/1/2011,2865000,8.5,6.65,125.39,119375,22848,24,44,Good,C,Wood Frame,38.288755,-122.302287,0,24,0,2,94558,2 Star,0,RH-18,1031 Exchange,1973
4312 Spanish Flat Loop Rd,Multi-Family,5/6/2005,2700000,9.98,6.59,1531.48,55102,1763,49,58,Good,C,,38.5331693,-122.2241149,0,0,0,1,94558,2 Star,0,AW,1031 Exchange,1959
101-147 Freeway Dr,Multi-Family,1/31/2002,2605000,6.99,9.95,114.01,108542,22848,24,44,Good,C,Wood Frame,38.288755,-122.302287,0,23,1,2,94558,2 Star,0,RH-18,,1973
2710 Cooper Ct,Multi-Family,6/1/2000,2410000,8.17,7.57,87,83103,27700,29,46,Good,C,Wood Frame,38.316525,-122.296505,0,28,1,2,94558,2 Star,0,CEN,,1971
679 S Freeway Dr,Multi-Family,5/16/2001,1540455,8.05,9.39,83.47,96278,18456,16,47,Good,C,Wood Frame,38.283706,-122.301437,0,13,3,2,94558,2 Star,0,RH25,1031 Exchange,1970
101-147 Freeway Dr,Multi-Family,11/30/1999,1445000,7.08,8.34,63.24,60208,22848,24,44,Good,C,Wood Frame,38.288755,-122.302287,0,23,1,2,94558,2 Star,0,RH-18,1031 Exchange,1973
820 Lincoln Ave,Multi-Family,,,,5,234.77,231250,3940,4,53,Good,C,,38.3096617,-122.2902504,0,4,0,2,94558,2 Star,0,RM,,1964
1024 Matt Dr,Multi-Family,10/11/2012,895000,,4.52,176.46,179000,5072,5,31,Good,C,Masonry,38.301398,-122.310687,0,5,0,2,94558,2 Star,0,RH-18,,1986
2335 Adrian St,Multi-Family,3/31/2004,887000,12.42,5.47,152.93,147833,5800,6,49,Good,C,Wood Frame,38.31139,-122.293233,0,2,4,2,94558,2 Star,0,CEN,,1968
2701 Soscol Ave,Multi-Family,3/2/2017,795000,12.73,2,265,265000,3000,3,,Good,C,,38.3181103,-122.2855089,0,3,0,2,94558,2 Star,0,RM,,
2335 Adrian St,Multi-Family,6/15/2001,390000,6.88,9.5,67.24,65000,5800,6,49,Good,C,Wood Frame,38.31139,-122.293233,0,2,4,2,94558,2 Star,0,CEN,,1968
3809 Maybelle Ave,Multi-Family,5/11/2016,3800000,11.4,5.71,514.63,475000,7384,8,49,Good,C,Masonry,37.790731,-122.19375,0,8,0,2,94619,2 Star,0,R-50,,1968
2701 High St,Multi-Family,10/8/2004,3100000,9.02,6.99,114.38,96875,27103,32,28,Good,C,Wood Frame,37.783434,-122.203468,0,32,0,4,94619,2 Star,0,R-40,,1989
2701 High St,Multi-Family,8/12/2011,2915000,6.88,9,107.55,583000,27103,5,28,Good,C,Wood Frame,37.783434,-122.203468,0,2,3,4,94619,2 Star,0,R-40,,1989
3910 Green Acre Rd,Multi-Family,8/30/2006,2650000,21.03,2.8,224.79,294444,11789,9,34,Good,C,Wood Frame,37.785653,-122.1918157,0,6,3,2,94619,2 Star,0,0,,1983
3867 Buell St,Multi-Family,,,,4.6,395.8,399999.6,5053,5,52,Good,C,,37.7871226,-122.1858776,0,4,1,2,94619,2 Star,0,RM-3,,1965
3701 Maybelle Ave,Multi-Family,7/18/2014,1600000,11.08,5.52,171.95,200000,9305,8,50,Good,C,Masonry,37.7899485,-122.1943998,0,6,2,2,94619,2 Star,0,N/Av Alameda,,1967
3801 Maybelle Ave,Multi-Family,6/7/2016,1565000,12.9,5.06,200.64,195625,7800,8,52,Good,C,Masonry,37.7905306,-122.1937686,0,8,0,2,94619,2 Star,0,R-50,,1965
3835-3841 Macarthur Blvd,Retail,12/30/2014,925000,,10.01,128.47,,7200,4,,Good,,Masonry,37.791071,-122.198629,0,0,0,2,94619,1 Star,0,0,,
3849 Maybelle Ave,Multi-Family,6/9/2005,900000,14.89,3.92,160.71,150000,5600,6,54,Good,C,Masonry,37.791214,-122.193111,0,5,1,2,94619,2 Star,0,N/Av,,1963
3301-3307 35th Ave,Multi-Family,2/28/2014,885000,9.33,7.4,151.28,110625,5850,8,62,Good,C,Wood Frame,37.7922368,-122.2042853,0,8,0,1,94619,2 Star,0,R-70,1031 Exchange,1955
3705 Maybelle Ave,Multi-Family,1/16/2013,845000,,6.38,144.87,140833,5833,6,50,Good,C,Masonry,37.7900818,-122.1943872,0,5,1,2,94619,2 Star,0,0,,1967
3865-3867 Maybelle Ave,Multi-Family,12/7/2012,818500,,7.01,124.81,102313,6558,8,,Good,C,Masonry,37.791052,-122.192609,0,0,0,2,94619,2 Star,0,R-40,Deferred Maintenance,
4101 Porter St,Multi-Family,9/8/2000,768000,8.05,7.17,32.75,64000,23448,12,57,Good,C,Masonry,37.788018,-122.199431,0,10,2,2,94619,2 Star,0,R-50,,1960
3867 Buell St (Part of Multi-Property Sale),Multi-Family,2/21/2014,689000,,,136.35,137800,5053,5,52,Good,C,,37.7871226,-122.1858776,0,4,1,2,94619,2 Star,0,RM-3,1031 Exchange,1965
3861 Buell St (Part of Multi-Property Sale),Multi-Family,2/21/2014,689000,,,139.28,137800,4947,5,52,Good,C,,37.7869942,-122.1860089,0,4,1,2,94619,2 Star,0,RM-3,1031 Exchange,1965
2901 Octavia St,Multi-Family,4/8/2014,650000,8.87,8.5,206.35,162500,3150,4,52,Good,C,,37.7890459,-122.2069716,0,4,0,2,94619,2 Star,0,RM-4,1031 Exchange,1965
2656 38th Ave,Multi-Family,7/18/2013,610000,,5.7,154.51,122000,3948,5,62,Good,C,Wood Frame,37.785864,-122.206002,0,5,0,2,94619,2 Star,0,R-30,,1955
3007 35th Ave,Multi-Family,5/1/2014,565000,10.09,6.02,131.4,113000,4300,5,47,Good,C,Wood Frame,37.7903943,-122.2067204,0,5,0,2,94619,2 Star,0,RES,,1970
3810 Redding St,Multi-Family,3/1/2000,550000,9,6.83,85.43,91667,6438,6,51,Good,C,Masonry,37.791197,-122.199292,0,4,2,2,94619,2 Star,0,R50,,1966
4782 Tompkins Ave,Multi-Family,6/13/2000,540500,14.72,3.56,26.05,135125,20745,4,54,Good,C,,37.785178,-122.184995,0,4,0,3,94619,2 Star,0,R-50,,1963
3721 Allendale Ave,Multi-Family,7/23/2004,512000,8.71,7.64,284.29,73143,1801,7,90,Good,C,,37.786909,-122.206726,0,0,0,1,94619,2 Star,0,N/Av,,1927
5243 Macarthur Blvd,Multi-Family,3/21/2014,510000,9.75,6.21,196.15,127500,2600,4,58,Good,C,,37.7797814,-122.1872889,0,4,0,2,94619,2 Star,0,RM-3,,1959
3675 39th Ave,Multi-Family,1/11/2000,430000,8.53,7.06,80.57,71667,5337,6,37,Good,C,Masonry,37.790682,-122.196251,0,6,0,2,94619,2 Star,0,R50,1031 Exchange,1980
35th Ave,Multi-Family,2/23/2000,390000,7.74,7.16,52.8,55714,7386,7,77,Good,C,,37.7894066,-122.2076063,0,6,1,2,94619,2 Star,0,R50,1031 Exchange,1940
4790 Tompkins Ave,Multi-Family,3/2/2012,365000,,10,103.93,121667,3512,3,54,Good,C,,37.785081,-122.18495,0,3,0,3,94619,2 Star,0,R-30,Short Sale,1963
4016 Kansas St,Multi-Family,2/8/2000,330000,10.58,5.32,36.73,82500,8984,4,54,Good,C,,37.791065,-122.195984,0,4,0,2,94619,2 Star,0,R50,1031 Exchange,1963
3712 Loma Vista Ave,Multi-Family,10/27/1999,315000,12.47,5,33.51,105000,9400,3,53,Good,C,,37.793154,-122.197741,0,2,1,2,94619,2 Star,0,R-30,,1964
3805 Maybelle Ave,Multi-Family,2/6/1992,303000,,7.61,81.5,75750,3718,4,50,Good,C,,37.790451,-122.1934051,0,3,1,2,94619,2 Star,0,R50,,1967
3111 38th Ave,Multi-Family,1/27/2000,225000,9.38,5.04,28.74,56250,7828,4,71,Good,C,,37.787879,-122.202894,0,4,0,2,94619,2 Star,0,R50,,1946
160 Hanson Ct,Multi-Family,10/5/2004,1850000,9.07,6.81,130.04,92500,14226,20,53,Good,C,Wood Frame,37.9971973,-122.0752137,0,20,0,2,94553,2 Star,0,M-29,,1964
405 Susana St,Multi-Family,2/12/2004,1425000,,5.91,157.2,142500,9065,10,46,Good,C,,38.012879,-122.135709,0,0,0,2,94553,2 Star,0,R2.5,1031 Exchange,1971
28 Camino Del Sol,Multi-Family,2/19/2003,1025000,9.57,7.61,113.9,102500,8999,10,55,Good,C,,38.008823,-122.095916,0,8,1,1,94553,2 Star,0,M2,,1962
3900-3910 Pacheco Blvd,Multi-Family,3/5/2003,1011500,8.26,8.71,127.07,84292,7960,12,65,Good,C,,38.0084192,-122.0967838,0,12,0,1,94553,2 Star,0,M-29,1031 Exchange,1952
45 Camino Del Sol,Multi-Family,10/7/2002,899000,9.45,6.52,75.39,99889,11924,9,51,Good,C,,38.008719,-122.095169,0,9,0,2,94553,2 Star,0,R-B,,1966
103 Virginia Hills Dr,Multi-Family,4/24/2007,860000,17.19,3.5,234.33,215000,3670,4,45,Good,C,Wood Frame,37.9573253,-122.0930627,0,2,2,2,94553,2 Star,0,0,,1972
711 Talbart St,Multi-Family,1/21/2004,785000,,5.7,147.89,130833,5308,6,48,Good,C,,38.015092,-122.13988,0,6,0,2,94553,2 Star,0,R-3,1031 Exchange,1969
163 Virginia Hills Dr,Multi-Family,4/10/2015,780000,,5.59,267.49,260000,2916,3,45,Good,C,,37.956993,-122.0963839,0,1,2,2,94553,2 Star,0,R1.5,,1972
222 Marina Vista Ave,Multi-Family,5/9/2001,765000,9.96,6.41,112.92,95625,6775,8,52,Good,C,,38.0163108,-122.1408664,0,6,2,2,94553,2 Star,0,R-2.5,1031 Exchange,1965
2840-2848 Castro St,Multi-Family,7/6/2001,480000,9.3,6.77,125.59,96000,3822,5,49,Good,C,Wood Frame,38.003906,-122.130479,0,5,0,2,94553,2 Star,0,R35,1031 Exchange,1968
163 Virginia Hills Dr,Multi-Family,6/2/2000,375000,12.76,6.27,128.6,125000,2916,3,45,Good,C,,37.956993,-122.0963839,0,1,2,2,94553,2 Star,0,R1.5,1031 Exchange,1972
1030 Berrellesa St,Multi-Family,11/24/1999,308000,8.56,6.97,94.25,77000,3268,4,54,Good,C,,38.013734,-122.137156,0,4,0,2,94553,2 Star,0,R2.5,,1963
9740-9760 Bancroft Ave,Multi-Family,12/20/2002,1500000,9.2,8.78,125,125000,12000,12,72,Good,C,Wood Frame,37.749274,-122.161867,0,0,12,2,94603,2 Star,0,R-50,,1945
9332-9336 E St,Multi-Family,3/7/2003,1025000,7.59,9.19,41.32,85417,24804,12,54,Good,C,Masonry,37.744549,-122.178558,0,12,0,2,94603,2 Star,0,R-30,1031 Exchange,1963
2424 90th Ave,Multi-Family,12/30/2013,975000,,7.7,109.21,81250,8928,12,54,Good,C,Masonry,37.7545976,-122.1624442,0,8,3,2,94603,2 Star,0,0,,1963
1235 94th Ave,Multi-Family,12/24/2002,850000,7.82,7.79,111.11,85000,7650,10,54,Good,C,Wood Frame,37.74623,-122.175348,0,9,1,2,94603,2 Star,0,N/Av,1031 Exchange,1963
10778 Pippin St,Multi-Family,5/14/2014,825000,,8.5,217.22,165000,3798,5,55,Good,C,Masonry,37.7330658,-122.1734236,0,5,0,2,94603,2 Star,0,0,,1962
1525 96th Ave,Multi-Family,9/14/2006,675000,10.82,5.68,133.72,135000,5048,5,51,Good,C,Masonry,37.74679,-122.16997,0,4,1,2,94603,2 Star,0,N/Av,,1966
10065-10067 Byron Ave,Multi-Family,2/6/2003,600000,7.58,8.3,128.18,100000,4681,6,61,Good,C,Reinforced Concrete,37.745101,-122.1554775,0,6,0,2,94603,2 Star,0,M-U,,1956
9635 Plymouth St,Multi-Family,5/8/2001,565000,8.08,7.73,38.41,80714,14708,7,57,Poor,C,Masonry,37.746705,-122.16819,0,5,0,2,94603,2 Star,0,R-40,1031 Exchange,1960
1420 104th Ave,Multi-Family,5/22/2015,516000,11.32,6.86,146.26,129000,3528,4,59,Good,C,,37.7402296,-122.1667202,0,4,0,2,94603,2 Star,0,C-40,,1958
10623 International Blvd,Office,12/23/2016,460000,,12,150.82,,3050,1,102,Good,C,Masonry,37.738142,-122.166299,0,0,0,2,94603,2 Star,0,0,,1915
9225 Bancroft Ave,Multi-Family,8/30/2001,450000,11.11,4.55,23.88,75000,18848,6,57,Good,C,Wood Frame,37.752121,-122.164968,0,6,0,2,94603,2 Star,0,R-50,,1960
10550 Topanga Dr,Multi-Family,11/6/2014,440000,,6.6,122.77,110000,3584,4,52,Good,C,Wood Frame,37.728412,-122.1808551,0,0,4,2,94603,2 Star,0,R-40,,1965
9235 Holly St,Multi-Family,7/25/2000,340000,6.87,5.29,35.71,68000,9520,5,51,Good,C,,37.748459,-122.172347,0,4,1,2,94603,2 Star,0,R40,,1966
463 Hale Ave,Multi-Family,12/31/2013,335000,,11.08,100.66,83750,3328,4,53,Good,C,Masonry,37.733753,-122.180891,0,4,0,2,94603,2 Star,0,R-30,,1964
9419 C St,Multi-Family,5/8/2000,295000,7.23,8.82,147.94,98333,1994,3,88,Good,C,,37.744867,-122.176992,0,2,1,1,94603,2 Star,0,R-30,,1929
9715 Walnut St,Multi-Family,12/30/1999,265000,8.03,7,27.66,66250,9580,4,57,Good,C,,37.745741,-122.168858,0,4,0,2,94603,2 Star,0,R40,,1960
9905 Walnut St,Multi-Family,3/15/2000,229000,6.36,9.43,69.18,57250,3310,4,58,Good,C,,37.744092,-122.1677,0,4,0,2,94603,2 Star,0,R30,,1959
9305 Oscar Ave,Multi-Family,2/25/2000,212500,6.56,8.84,65.71,53125,3234,4,52,Good,C,Masonry,37.7390699,-122.1871213,0,4,0,2,94603,2 Star,0,R30,,1965
9309 Oscar Ave,Multi-Family,2/25/2000,212500,6.36,9.27,71.72,53125,2963,4,52,Good,C,Masonry,37.7389063,-122.1869834,0,4,0,2,94603,2 Star,0,R30,,1965
10205-10207 Byron Ave (Part of Multi-Property Sale),Multi-Family,7/19/2012,,,,,,4514,3,64,Good,C,Masonry,37.745002,-122.155411,0,2,0,2,94603,2 Star,0,R-30,REO Sale,1953
1528 Oxford St,Multi-Family,10/3/2014,3450000,,5.63,293.14,345000,11769,10,53,Good,C,,37.8793226,-122.2672392,0,8,2,3,94709,2 Star,0,RES,,1964
1536 Oxford St,Multi-Family,6/6/2008,3000712,19.6,3.68,337.46,250059,8892,8,128,Good,C,Wood Frame,37.879118,-122.267252,0,0,0,3,94709,2 Star,0,R3,Historical Site,1889
1950 Rose St,Multi-Family,7/9/2014,1704000,,5,244.41,284000,6972,6,57,Good,C,,37.881521,-122.272164,0,6,0,2,94709,2 Star,0,0,,1960
1818-1822 Milvia St,Multi-Family,6/11/2015,1650000,,6.11,441.41,412500,3738,4,113,Good,C,,37.8740655,-122.2712205,0,0,2,2,94709,2 Star,0,0,,1904
1950 Rose St,Multi-Family,6/16/2004,1440000,12.32,5.43,206.54,240000,6972,6,57,Good,C,,37.881521,-122.272164,0,6,0,2,94709,2 Star,0,0,,1960
1930 Cedar St,Multi-Family,7/1/2004,1340000,11.69,5.54,428.12,191429,3130,7,112,Good,C,,37.877833,-122.272317,0,5,1,2,94709,3 Star,0,R-2A,,1905
1933 Delaware St,Multi-Family,11/29/2004,1186500,12.09,5.48,206.13,197750,5756,6,57,Good,C,,37.874596,-122.271818,0,6,0,2,94709,2 Star,0,N/Av,1031 Exchange,1960
1421 Walnut St,Multi-Family,1/4/2005,1155000,10.69,6.36,159.57,231000,7238,5,58,Excellent,C,,37.881529,-122.268005,0,5,0,2,94709,2 Star,0,N/Av,,1959
1605 Milvia St,Multi-Family,2/19/2003,1082000,9.06,7.3,217.53,180333,4974,6,55,Good,C,Wood Frame,37.877869,-122.271093,0,4,2,2,94709,2 Star,0,R-50,,1962
1316 Bonita Ave,Multi-Family,9/24/2003,913500,,5,147.67,130500,6186,7,55,Good,C,,37.88249,-122.273374,0,6,1,2,94709,2 Star,0,N/Av,,1962
1710 Martin Luther King Jr Way,Multi-Family,2/2/2015,880000,,5.11,500.57,440000,1758,2,106,Good,C,,37.8755378,-122.2737171,0,0,0,2,94709,2 Star,0,0,,1911
1423 Walnut St,Multi-Family,1/19/2001,710000,11.6,6.05,84.89,142000,8364,5,54,Good,C,,37.881384,-122.267984,0,4,1,2,94709,2 Star,0,N/Av,,1963
1437 Oxford St,Multi-Family,12/30/1999,550000,15.01,4.75,310.03,183333,1774,3,73,Good,C,,37.88106,-122.266883,0,2,1,1,94709,2 Star,0,R2A,,1944
1525 Milvia St,Multi-Family,3/21/2000,478000,10.48,5.83,171.82,159333,2782,3,109,Good,C,Wood Frame,37.878985,-122.271296,0,1,1,2,94709,2 Star,0,R2A,,1908
1599 S Novato Blvd,Multi-Family,9/29/2006,9380000,11.83,5.16,188.31,199574,49812,47,27,Good,B,Wood Frame,38.1023714,-122.573296,0,47,0,3,94947,3 Star,0,PD-F1,,1990
1599 S Navato Blvd,Multi-Family,11/22/1996,4650000,,7.58,114.25,98936,40700,47,27,Good,B,,38.1024921,-122.5733335,0,0,0,2,94947,3 Star,0,R-P;F-3,1031 Exchange,1990
845 Reichert Ave,Multi-Family,2/27/2013,1725000,14.2,4.6,220.73,287500,7815,6,40,Good,C,,38.1048773,-122.5672528,0,6,0,2,94945,2 Star,0,R10,Deferred Maintenance,1977
1025 6th St,Multi-Family,1/12/2017,1625000,,4.5,409.53,325000,3968,5,21,Good,C,,38.1099904,-122.5771111,0,0,0,,94945,2 Star,0,0,1031 Exchange,1996
1025 3rd St,Multi-Family,11/29/2016,1550000,19.81,3.5,373.22,310000,4153,5,46,Good,C,Wood Frame,38.1092622,-122.5736168,0,5,0,2,94945,2 Star,0,0,,1971
1113 2nd St,Multi-Family,8/12/2008,960000,,3.65,238.1,192000,4032,5,54,Good,C,,38.1106373,-122.5719288,0,5,0,1,94945,2 Star,0,Multi-Residential,,1963
6054 Cedar Blvd,Multi-Family,1/27/2004,5250000,9.4,7.15,99.06,131250,53000,40,54,Good,C,Wood Frame,37.547195,-122.044902,0,40,0,2,94560,2 Star,0,N/Av,1031 Exchange,1963
5424 Saint Mark Ave,Multi-Family,4/12/2016,4225000,,4.5,359.76,264063,11744,16,57,Good,C,Wood Frame,37.541299,-122.021933,0,16,0,2,94560,2 Star,0,R-M-1500,,1960
35000-35060 Newark Blvd (Part of Multi-Property Sale),Retail (Neighborhood Center),3/28/2014,3510345,,,528.67,,6640,0,5,Good,,Masonry,37.5504676,-122.0484022,0,0,0,1,94560,1 Star,0,CN,1031 Exchange,2012
35020-35040 Newark Blvd (Part of Multi-Property Sale),Retail (Neighborhood Center),3/28/2014,2289655,,,528.67,,4331,0,5,Good,,Masonry,37.5505327,-122.0485994,0,0,0,1,94560,4 Star,0,CN,1031 Exchange,2012
5318 Saint Mark Ave,Multi-Family,4/30/2004,1975000,10.74,5.79,170.26,123438,11600,16,55,Good,C,Wood Frame,37.542314,-122.021217,0,16,0,2,94560,2 Star,0,RM-1500,1031 Exchange,1962
5424 Saint Mark Ave,Multi-Family,5/20/2011,1695000,8.46,7.98,144.33,105938,11744,16,57,Good,C,Wood Frame,37.541299,-122.021933,0,16,0,2,94560,2 Star,0,R-M-1500,,1960
37122 Elm St,Multi-Family,1/8/2004,1350000,10.02,6.48,156.74,135000,8613,10,47,Good,C,,37.526946,-122.040638,0,10,0,2,94560,2 Star,0,N/Av,,1970
37401 Cherry St,Multi-Family,12/18/2002,1300000,10.9,6.67,207.2,162500,6274,8,52,Good,B,Masonry,37.529796,-122.028512,0,7,1,2,94560,2 Star,0,RM1500,1031 Exchange,1965
36880 Newark Blvd,Multi-Family,7/19/2013,951000,,4.99,207.64,158500,4580,6,55,Good,C,Wood Frame,37.537459,-122.031142,0,6,0,2,94560,2 Star,0,RS6000,,1962
37266 Cherry St,Multi-Family,5/3/2000,450000,11.28,4.84,166.42,112500,2704,4,55,Good,C,,37.531395,-122.030134,0,4,0,2,94560,2 Star,0,RM1500,1031 Exchange,1962
37367 Elm St,Multi-Family,2/15/2000,375000,13.62,5.06,198.73,125000,1887,3,55,Good,C,,37.52428,-122.040144,0,3,0,1,94560,2 Star,0,RM2500,,1962
1001 Cresta Dr,Multi-Family,10/5/2007,24000000,,3.8,237.59,230769,101015,104,49,Good,B,,38.0223528,-122.5349632,0,0,0,2,94903,4 Star,0,Multi-Family,Deferred Maintenance,1968
155 Nova Albion Way,Multi-Family,2/25/2013,6900000,11.24,5.4,270.48,230000,25510,30,54,Good,B,Wood Frame,38.0057917,-122.5505505,0,30,0,2,94903,2 Star,0,HR1.5,1031 Exchange,1963
155 Nova Albion Way,Multi-Family,9/13/2011,5285000,10.12,5.75,207.17,176167,25510,30,54,Good,B,Wood Frame,38.0057917,-122.5505505,0,30,0,2,94903,2 Star,0,HR1.5,,1963
255 Channing Way,Multi-Family,2/25/2014,3050000,12.1,4.96,229.32,217857,13300,14,52,Good,C,,38.0093399,-122.5357451,0,14,0,2,94903,2 Star,0,R3 BD15,Deferred Maintenance,1965
19 Merrydale Rd,Multi-Family,8/16/2005,2600000,11.5,5,240.74,144444,10800,18,55,Good,C,Reinforced Concrete,37.99219,-122.531963,0,18,0,2,94903,2 Star,0,PCNG,,1962
171 Merrydale,Multi-Family,10/20/2000,2300000,10.4,6.33,146.31,127778,15720,18,42,Good,C,,37.9960541,-122.5359069,0,0,0,2,94903,2 Star,0,HR 1-8,,1975
16 San Pablo Ave,Multi-Family,6/16/2005,2280000,8.9,7.33,169.34,126667,13464,18,42,Good,C,,37.992874,-122.529002,0,18,0,2,94903,2 Star,0,N/Av,1031 Exchange,1975
969 Burnett Ave,Multi-Family,6/15/2015,2610000,20.22,1.9,405.22,435000,6441,6,55,Good,C,,37.7478525,-122.4447056,0,0,0,3,94131,2 Star,0,RM1,,1962
405 Warren Dr,Multi-Family,8/27/2010,2125500,12.5,5.3,227.57,177125,9340,12,57,Good,C,Wood Frame,37.7569307,-122.4618143,0,0,0,4,94131,2 Star,0,RM-2,,1960
288 27th St,Multi-Family,6/26/2014,2100000,18.65,4.9,359.1,350000,5848,6,105,Good,B,Wood Frame,37.7470482,-122.4266856,0,5,0,3,94131,3 Star,0,NC-1,,1912
435 Warren Dr,Multi-Family,8/31/2010,2060000,13.12,5.52,220.46,171667,9344,12,57,Good,C,,37.7574199,-122.4621024,0,0,0,4,94131,2 Star,0,RM-2,,1960
385 29th St,Multi-Family,7/15/2011,1500000,,6.47,543.08,375000,2762,4,58,Good,C,Wood Frame,37.743429,-122.428437,0,4,0,3,94131,2 Star,0,RM1,,1959
462 27th St,Multi-Family,9/29/2011,1250000,,6,297.62,208333,4200,6,55,Good,C,Wood Frame,37.7469223,-122.4306126,0,0,0,2,94131,2 Star,0,RH2,,1962
4142 26th St,Multi-Family,6/13/2000,1100000,20.27,2.56,275,275000,4000,4,52,Good,C,Wood Frame,37.748393,-122.43254,0,4,0,3,94131,2 Star,0,RH2,1031 Exchange,1965
1398 Noe St,Multi-Family,1/5/2000,970000,13.02,5.34,226.74,242500,4278,4,52,Good,C,Wood Frame,37.746757,-122.431676,0,2,2,5,94131,2 Star,0,RM1,,1965
419-421 29th St,Multi-Family,1/28/2000,960000,12.5,5.88,252.76,320000,3798,3,117,Good,B,Wood Frame,37.743388,-122.42935,0,1,2,3,94131,2 Star,0,RH2,1031 Exchange,1900
1334 Daniel Ct (Part of Multi-Property Sale),Multi-Family,8/29/2014,1425000,,,284.26,356250,5013,4,37,Good,B,,37.4472984,-121.8861583,0,3,1,2,95035,3 Star,0,R3,,1980
1342 Daniel Ct (Part of Multi-Property Sale),Multi-Family,8/29/2014,1425000,,,284.26,356250,5013,4,37,Good,B,Wood Frame,37.4473486,-121.8859011,0,3,1,2,95035,3 Star,0,R3,,1980
1176 Edsel Dr,Multi-Family,3/15/2017,1405000,,4.54,469.59,351250,2992,4,54,Good,C,,37.430091,-121.883602,0,4,0,2,95035,2 Star,0,R3S,,1963
583 N Abel St,Multi-Family,4/8/2016,1311888,18.68,3.83,438.47,327972,2992,4,55,Good,C,,37.4357786,-121.9109216,0,4,0,2,95035,2 Star,0,R3S,,1962
236-238 Selwyn Dr,Multi-Family,6/16/2006,1030000,13.31,4.64,271.41,206000,3795,5,118,Good,C,Wood Frame,37.43169,-121.88447,0,5,0,1,95035,2 Star,0,R3S,,1899
700 Dempsey Rd,Multi-Family,11/17/2007,900000,19.28,,251.82,300000,3574,3,40,Good,C,Wood Frame,37.4252853,-121.8826443,0,0,3,2,95035,2 Star,0,R3,,1977
1185 Shirley Dr,Multi-Family,5/29/2013,826000,15.68,4.3,275.7,206500,2996,4,54,Good,C,,37.4308039,-121.8834733,0,4,0,2,95035,2 Star,0,R3S,,1963
549 N Abel St,Multi-Family,4/28/2000,695000,14.52,5.01,232.29,173750,2992,4,55,Good,C,,37.435387,-121.910748,0,4,0,2,95035,2 Star,0,R3S,,1962
3120 Telegraph Ave,Multi-Family,10/31/2014,7260500,,3.3,118.62,226891,61209,32,108,Good,B,Masonry,37.853151,-122.260428,0,32,0,3,94705,3 Star,0,C1,1031 Exchange,1909
3120 Telegraph Ave,Multi-Family,3/30/2005,4150000,,7.4,67.8,129688,61209,32,108,Good,B,Masonry,37.853151,-122.260428,0,0,0,3,94705,3 Star,0,C1,1031 Exchange,1909
2321 Webster St,Multi-Family,2/7/2012,2690000,,5.66,183.54,149444,14656,18,56,Good,C,Masonry,37.855331,-122.261313,0,14,4,3,94705,2 Star,0,R2,,1961
2235 Ashby Ave,Multi-Family,5/28/2014,1677100,,5.24,239.21,209638,7011,8,55,Good,C,Wood Frame,37.8561806,-122.2619003,0,7,1,3,94705,2 Star,0,R2-A,Estate/Probate Sale,1962
2920 Hillegass Ave,Multi-Family,3/2/2006,1650000,16.43,3.58,339.65,330000,4858,5,69,Good,C,Wood Frame,37.857339,-122.255848,0,4,1,2,94705,2 Star,0,R3,1031 Exchange,1948
2321 Webster St,Multi-Family,12/28/1999,1554000,8.88,6.6,106.03,86333,14656,18,56,Good,C,Masonry,37.855331,-122.261313,0,14,4,3,94705,2 Star,0,R2,1031 Exchange,1961
2813 Shattuck Ave,Multi-Family,3/9/2000,1060000,8.23,6.61,66.25,53000,16000,20,62,Good,C,Masonry,37.858208,-122.266547,0,0,0,2,94705,2 Star,0,R80,1031 Exchange,1955
2911 Deakin St,Multi-Family,11/22/2005,1055000,14.65,3.89,348.76,175833,3025,6,59,Good,C,,37.856857,-122.262234,0,6,0,1,94705,2 Star,0,R2,1031 Exchange,1958
2231 Ward St,Multi-Family,1/4/2010,980000,10.4,8,244.08,196000,4015,5,55,Good,C,Wood Frame,37.8602879,-122.2629181,0,0,5,2,94705,2 Star,0,0,Deferred Maintenance,1962
2910 Wheeler St,Multi-Family,12/12/2000,973500,10.13,7.45,84.68,97350,11496,10,53,Good,C,,37.856555,-122.265117,0,10,0,2,94705,2 Star,0,R-2,1031 Exchange,1964
